id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
42515,Geneva center - Hosting females,185647,Noelle,,Commune de Genève,46.2014,6.15507,Private room,73,14,59,2019-06-21,1.12,1,286,2,
44959,Perfect Cozy Bedroom Close to Lake & Transport,198343,Rita,,Commune de Genève,46.19704,6.16076,Private room,59,1,49,2018-10-24,0.63,1,0,0,
276025,Lovely flat by Geneva lake,1442438,Gaby,,Versoix,46.27944,6.16724,Entire home/apt,65,7,108,2019-05-14,1.11,1,298,7,
325986,"Stylish loft in Pâquis, next to UN",1667362,Virna,,Commune de Genève,46.21428,6.1461,Entire home/apt,130,7,106,2019-10-10,0.99,1,291,3,
338682,Top location 1 block from the lake!,1001280,Mike,,Commune de Genève,46.20682,6.15526,Entire home/apt,133,6,96,2020-03-07,0.99,2,58,8,
381538,Double bed+terrace+central Geneva,1913488,Anna,,Commune de Genève,46.20233,6.17377,Private room,146,1,5,2018-11-18,0.04,2,0,0,
399388,Nice modern bedroom with balcony,1994454,Oscar,,Carouge,46.18791,6.13996,Private room,49,7,49,2014-05-16,0.52,3,269,0,
411058,5th Sky (Downtown Geneva),1706035,Julik,,Commune de Genève,46.21092,6.14588,Private room,125,1,47,2020-03-05,0.53,1,87,0,
468995,Nice little place near the lake!,2328179,Po,,Commune de Genève,46.20508,6.15822,Entire home/apt,104,3,29,2015-10-04,0.71,2,1,0,
476344,Very spacious apartment in Geneva!,2361206,Jean,,Commune de Genève,46.19327,6.15306,Entire home/apt,242,3,141,2021-10-21,1.58,1,143,12,
494701,"Appt Central 4 Bedroom, 1 Bath & 1 separate toilet",2388229,Alberto,,Commune de Genève,46.20518,6.12397,Entire home/apt,149,7,171,2019-01-20,1.61,10,320,1,
610685,Bedroom(#1) in new furnished apartment,2388229,Alberto,,Grand-Saconnex,46.23507,6.12345,Private room,61,7,55,2019-03-28,0.63,10,1,1,
610738,Romantic Flat in the City Centre,2388229,Alberto,,Commune de Genève,46.20117,6.13139,Entire home/apt,150,7,28,2019-06-18,0.46,10,241,1,
626512,Design apartment 2 blocks from lake,3110118,Enrica,,Commune de Genève,46.2124,6.15048,Entire home/apt,120,10,34,2021-01-27,0.51,1,76,7,
626831,The Hamlet - Townhouse 6,3111534,The Hamlet,,Commune de Genève,46.19891,6.15033,Entire home/apt,350,1,3,2017-06-05,0.05,15,0,0,
626971,The Hamlet - Townhouse 10,3111534,The Hamlet,,Commune de Genève,46.20048,6.15046,Entire home/apt,350,1,0,,,15,0,0,
628055,Geneva sofa-bed only for ladies/LGBTX |safe| WIFI,3118951,Leonora,,Commune de Genève,46.19275,6.14371,Private room,50,1,295,2021-06-05,2.65,3,16,17,
628495,"Bright, spacious flat in Old Town !",3122142,Laura,,Commune de Genève,46.20174,6.14594,Entire home/apt,83,4,66,2020-03-01,0.88,1,180,2,
639461,"Spacious, Modern Apartment to Rent",2388229,Alberto,,Grand-Saconnex,46.23491,6.12378,Entire home/apt,154,7,127,2020-09-01,1.71,10,1,3,
649023,An artistic studio in Geneva Old Town,2375758,Eliora Elena,,Commune de Genève,46.20175,6.14852,Entire home/apt,85,2,50,2021-09-22,0.57,1,141,17,
656316,"Flat with character, Geneva Center",3305424,Audrey,,Commune de Genève,46.21491,6.13448,Entire home/apt,100,3,11,2019-05-14,0.10,1,0,0,
664917,"Geneva centre, elegant and quiet",3359333,Jean-Luc,,Commune de Genève,46.20496,6.12801,Entire home/apt,116,12,37,2020-08-30,0.40,2,82,3,
693976,Suite overlooking Geneva & Mt Blanc,3550575,Ramon,,Commune de Genève,46.21671,6.13847,Entire home/apt,117,2,51,2015-04-30,0.47,1,25,0,
706264,Cosy and very central apartment,3629403,Louis,,Commune de Genève,46.21302,6.1512,Entire home/apt,110,2,78,2020-03-08,1.00,1,225,1,
728403,WELCOME TO THE HEART OF GENEVA UN'S PRIME LOCATION,3778243,Lucia,,Commune de Genève,46.21184,6.12585,Entire home/apt,266,3,53,2016-09-26,0.50,2,19,0,
765191,"Cosy flat in the city, nearby the lake.",4034142,Lise & Olivier,,Commune de Genève,46.20625,6.16064,Entire home/apt,125,2,28,2019-04-25,0.33,1,0,0,
766186,Stylish Loft - Amazing Views,3987132,Dave,,Commune de Genève,46.20089,6.13124,Entire home/apt,131,2,155,2021-10-10,1.70,1,177,21,
800449,Duplex Loft 136m2 Converted St Jean Watch Factory,4214439,Lucas,,Commune de Genève,46.20573,6.12682,Entire home/apt,280,2,22,2020-01-03,0.21,1,0,1,
817501,Nice bedroom in central Geneva,3250460,Clarence,,Commune de Genève,46.20282,6.13869,Private room,76,2,35,2014-10-13,0.33,1,150,0,
827637,"Best Furnished flat 4 pieces, Geneva Switzerland",4340068,Alessia,,Lancy,46.17446,6.1254,Entire home/apt,81,7,0,,,3,300,0,
827648,"Large furnished apartment, garden",4340068,Alessia,,Commune de Genève,46.20583,6.11483,Entire home/apt,120,90,0,,,3,90,0,
840332,Charming Flat - Lovely Room(s) -  Center Geneva,4055859,Daniel,,Commune de Genève,46.20902,6.1363,Private room,55,10,2,2013-07-28,2,1,0,1,
856614,Room in Geneva near UN WHO ILO (3),3910622,Mark,,Grand-Saconnex,46.23565,6.12589,Private room,68,7,1,2015-08-31,0.01,2,122,0,
884510,Room in Geneva near UN WHO ILO (1),3910622,Mark,,Grand-Saconnex,46.23456,6.12542,Private room,66,7,1,2015-07-10,0.01,2,167,0,
899661,Superb fully furnished and equipped,4896475,Ruth,,Genthod,46.25854,6.15074,Entire home/apt,220,6,0,,,1,180,0,
901420,Cozy flat in center Geneva,3515231,Stéphane,,Commune de Genève,46.2008,6.13624,Entire home/apt,105,4,153,2021-08-08,1.51,1,167,4,
913745,Home,4904588,Swaggy,,Onex,46.19241,6.103,Private room,37,3,19,2020-02-22,0.59,1,270,0,
914760,Your suite in Geneva,4910312,Claris,,Commune de Genève,46.1914,6.15798,Entire home/apt,150,7,11,2019-08-11,0.29,4,149,0,
919262,Single Room UN Organizations Area,4938083,Rose,,Grand-Saconnex,46.22874,6.11634,Private room,75,1,21,2015-01-25,0.23,3,180,1,
935428,A jewel in Geneva center - Champel,4910312,Claris,,Commune de Genève,46.19068,6.15359,Entire home/apt,140,7,8,2019-09-04,0.30,4,180,1,
940654,Cozy 45 m2 apt. / CENTER GVA,1588942,Pascal,,Commune de Genève,46.19656,6.14724,Entire home/apt,135,6,3,2020-03-14,0.07,1,0,0,
946415,Master Bedroom in a villa with private bathroom!,4938083,Rose,,Grand-Saconnex,46.22845,6.11588,Private room,76,1,100,2019-09-23,1.48,3,149,0,
952342,Chic loft in the Geneva countryside,952440,Dunja,,Meinier,46.23755,6.21807,Entire home/apt,130,3,12,2013-04-25,0.12,1,142,0,
952395,Bright Loft 115 sq with parkview,4249323,SimIldik,,Carouge,46.18797,6.13994,Entire home/apt,140,3,29,2021-04-24,0.31,2,120,2,
963950,Cosy & spacious room 15 mins from city centre,3927398,Monika,,Vernier,46.19979,6.10311,Private room,80,5,35,2017-09-17,0.70,1,300,0,
966887,Beautiful room in a suite style,5274965,Adrienne,,Commune de Genève,46.20553,6.16371,Private room,84,1,423,2020-03-06,4.07,1,25,0,
969981,Sunny Bedroom Geneva Uni Mail,2928706,Lütfü,,Commune de Genève,46.195,6.14033,Private room,120,2,11,2018-05-17,0.11,1,0,0,
1050136,"charming,central old apart.8' toUNO",5782036,Florence,,Commune de Genève,46.21149,6.14424,Entire home/apt,52,2,42,2016-07-22,0.41,1,0,0,
1067335,Luxury flat in Geneva city center,5873233,Johannes,,Commune de Genève,46.19782,6.14763,Entire home/apt,120,13,46,2019-09-25,0.53,1,312,0,
1081909,Perfect location to United Nations,522480,Pierre O.,,Commune de Genève,46.21341,6.13114,Entire home/apt,113,2,74,2018-10-03,0.94,1,0,0,
1163211,CENTRE: Stylish Single/Double/Twin,6370904,Peter,,Commune de Genève,46.20439,6.13146,Private room,79,1,158,2017-09-24,1.59,1,4,0,
1172184,Appartement avec jardin à Genève,6417659,Beatrice,,Chêne-Bourg,46.19405,6.19447,Entire home/apt,150,2,40,2019-05-12,0.52,1,155,2,
1179787,Bright room in duplex penthouse,6454455,Jean-Philippe & Xuong,,Commune de Genève,46.21057,6.14615,Private room,85,2,526,2021-10-22,5.22,2,170,20,
1192759,Large attic room with style center,6454455,Jean-Philippe & Xuong,,Commune de Genève,46.20862,6.14615,Private room,89,2,523,2021-08-19,5.11,2,164,20,
1236785,"Spacieux studio avec terrasse, CICG-ONU",6743180,Viona,,Commune de Genève,46.21985,6.13856,Entire home/apt,180,1,54,2019-05-23,1.42,1,339,0,
1251652,Central Large Room - Rue des Bains,5714452,Isabella,,Commune de Genève,46.19978,6.13656,Private room,85,2,42,2018-05-17,0.42,4,269,0,
1252213,Central Modern Flat-Rue des Bains,5714452,Isabella,,Commune de Genève,46.20053,6.13811,Entire home/apt,110,1,3,2017-09-22,0.06,4,331,0,
1273891,"Central, Lake-side apt., 3 bedrooms",6934153,Ioan,,Commune de Genève,46.20562,6.16165,Entire home/apt,233,4,7,2019-08-12,0.09,1,302,2,
1288406,Single room in the heart of Geneva,1345278,Jesús,,Commune de Genève,46.19715,6.13528,Private room,100,5,3,2016-05-26,0.05,1,90,0,
1298750,Grand studio,7060260,Mauro,,Commune de Genève,46.22493,6.13191,Private room,90,2,166,2021-10-23,1.78,1,347,2,
1342497,"Cozy and central, monthly rent",3925397,Maurice,,Commune de Genève,46.21169,6.14851,Entire home/apt,93,30,2,2015-08-31,0.02,1,317,0,
1389340,"Appartement face au lac, Versoix",7514807,Sarah,,Versoix,46.27786,6.16748,Entire home/apt,145,1,25,2018-09-25,0.39,1,268,0,
1390100,Beautiful Apto one bedroom,7517710,Luciana,,Commune de Genève,46.19005,6.14249,Entire home/apt,85,2,6,2018-10-10,0.07,1,309,0,
1421517,Beautiful Room 4km from the center of Geneva WiFi,7652364,Gret,,Veyrier,46.17101,6.16429,Private room,64,7,4,2019-03-31,0.08,1,362,0,
1479883,"Chambre privée, villa avec jardin",5105108,Patrick,,Chêne-Bougeries,46.20538,6.19196,Private room,58,2,4,2015-09-03,0.06,1,147,0,
1650333,Luxurious 2 bedrooms apartment,4187635,Patricia,,Chêne-Bougeries,46.19962,6.1807,Entire home/apt,350,5,27,2018-04-07,0.54,3,357,3,
1669494,Les Pâquis Apartment Near the United Nations,8839902,Xavier,,Commune de Genève,46.21302,6.14516,Entire home/apt,216,6,13,2018-12-14,0.15,1,4,1,
1706604,"center Geneva, 2 bedrooms apt",9005801,Christine,,Commune de Genève,46.19993,6.15715,Entire home/apt,250,5,28,2020-01-03,0.29,9,297,0,
1834676,Very quiet studio in the center,9593020,Raphael,,Commune de Genève,46.20805,6.14337,Entire home/apt,92,6,24,2018-06-09,0.42,2,52,0,
1883650,Room/chambre 10 min from/de Carouge,9803218,Lin,,Veyrier,46.17136,6.17251,Private room,50,1,10,2016-05-31,0.13,1,0,0,
1917876,Chambre Cosy,9943711,Ana,,Lancy,46.19368,6.12196,Private room,55,1,72,2019-12-06,1.67,1,0,0,
1933146,"center Geneva, 2 bedrooms apartment, full AC",9005801,Christine,,Commune de Genève,46.20215,6.14635,Entire home/apt,340,1,183,2021-06-16,1.99,9,351,9,
1933255,"Geneva Center, 3 bedroom 2 bath apt, Full AC",9005801,Christine,,Commune de Genève,46.20413,6.14633,Entire home/apt,395,1,267,2021-09-10,2.89,9,336,26,
1933385,"Geneva center, sunny 2 bedrooms, full AC",9005801,Christine,,Commune de Genève,46.20288,6.14506,Entire home/apt,360,1,175,2020-02-28,1.93,9,322,11,
1933491,Geneve centre apt mansardé 1 1/2 ch,9005801,Christine,,Commune de Genève,46.20439,6.1447,Entire home/apt,225,1,49,2021-08-15,0.66,9,347,2,
2022387,Private Room - Downtown,10393752,Aline,,Commune de Genève,46.20173,6.13399,Private room,120,7,72,2018-05-27,0.80,1,270,0,
2026519,Nice flat in Geneva Center (FD),10409307,David,,Commune de Genève,46.19011,6.14306,Entire home/apt,105,15,5,2021-07-21,0.06,27,308,1,
2035090,Very cosy room @Geneva city centre,10445241,Claire,,Commune de Genève,46.21788,6.14778,Private room,70,5,71,2019-11-11,1.29,1,335,0,
2069351,Design studio in the heart of Gva,4573655,Stefan,,Commune de Genève,46.19702,6.14002,Entire home/apt,100,3,39,2018-10-03,0.45,1,361,0,
2082755,City center Studio,10638905,Ben,,Commune de Genève,46.2097,6.14578,Entire home/apt,71,5,154,2019-11-15,1.85,2,12,1,
2137826,Charming 3 roomed apartment,10909931,Jean,,Commune de Genève,46.18986,6.14296,Entire home/apt,130,2,53,2018-05-18,0.56,1,269,0,
2168178,Nice studio with terrasse,822228,Gabriela,,Commune de Genève,46.21604,6.14929,Entire home/apt,105,2,156,2021-10-08,1.72,1,347,8,
2214480,nice and quite room in my flat,9675348,Philippe,,Commune de Genève,46.20508,6.16281,Private room,43,2,55,2019-03-10,0.61,5,331,2,
2336814,Lovely little studio center Geneva,9005801,Christine,,Commune de Genève,46.20147,6.15701,Entire home/apt,150,7,16,2020-07-08,0.24,9,300,1,
2415094,Appartment in central Geneva,833313,Andrea,,Commune de Genève,46.21338,6.13531,Entire home/apt,115,3,72,2020-08-22,0.84,2,0,5,
2420928,cozy and spacious room close all facilities,12040075,Messou,,Commune de Genève,46.19099,6.13418,Private room,52,1,17,2016-05-30,0.21,1,60,0,
2451175,Colocation chez une famille sympa!,12533197,Julien,,Thônex,46.18586,6.19527,Private room,30,30,13,2017-08-20,0.20,2,339,0,
2452737,Room@Cornavin station / city center,11285629,Philippe,,Commune de Genève,46.21226,6.14064,Private room,63,2,162,2019-09-04,1.74,1,0,1,
2463585,appartement 2 pièces à louer,11608093,Mathilde,,Lancy,46.17273,6.13431,Entire home/apt,70,7,20,2019-12-30,0.27,1,250,4,
2484804,Beautiful modern apartment in Champel,12712736,Sylvie,,Commune de Genève,46.18465,6.15761,Entire home/apt,194,60,1,2019-12-15,0.04,1,270,0,
2510707,Little room to rent in house,12853341,Natascha,,Vernier,46.19869,6.09437,Private room,90,30,11,2018-10-16,0.19,2,364,0,
2539227,"Top central, 1 min walkto Jet d'Eau",8010699,Ina,,Commune de Genève,46.20548,6.16182,Private room,107,1,20,2018-05-31,0.33,1,87,0,
2580273,Covid-free Whole FLAT in Plainpalais-city center!,13214594,Mila,,Commune de Genève,46.19598,6.13735,Entire home/apt,65,2,17,2021-08-30,0.38,1,0,5,
2664733,Magnificent villa in Geneva,13638515,Gudrun,,Chêne-Bougeries,46.17677,6.17199,Entire home/apt,979,4,49,2019-08-22,0.60,1,343,3,
2675703,Apartment in the heart of Geneva,13699035,Hervé,,Commune de Genève,46.2036,6.15926,Entire home/apt,130,5,52,2021-08-14,0.74,1,115,2,
2707979,Nice studio in Malagnou,7499688,Monica,,Commune de Genève,46.1972,6.16055,Entire home/apt,120,5,21,2020-01-25,0.25,3,360,1,
2714778,Spacious room in quiet townhouse,79458896,Kathleen,,Cologny,46.20699,6.19498,Private room,69,1,21,2021-07-19,0.38,2,361,1,
2742038,Charmant studio très bien situé,14029733,Viosa,,Commune de Genève,46.21583,6.14753,Entire home/apt,165,1,15,2017-06-23,0.23,1,365,0,
2777113,Single room close to Geneva city center,4135904,Catherine,,Commune de Genève,46.19308,6.13925,Private room,50,6,19,2018-04-26,0.22,1,328,1,
2940931,"Spacieuse, confortable chambre avec balcon",13921113,Marie-Antoinette,,Plan-les-Ouates,46.16422,6.11381,Private room,55,3,31,2019-05-13,0.45,2,300,0,
2974328,Charming 1 bedroom in Plainpalis,4914949,Amy,,Commune de Genève,46.19159,6.14271,Entire home/apt,90,2,54,2019-12-01,0.99,1,58,6,
2981431,Bedroom(#3) in modern apartment,2388229,Alberto,,Grand-Saconnex,46.23496,6.12469,Private room,54,7,37,2015-07-11,0.44,10,1,2,
3040262,Près de Genève et aéroport,13982960,Bassim,,Avully,46.16715,5.99505,Private room,47,3,20,2018-04-30,0.32,2,331,1,
3087183,★Cosy apartment downtown! ★,4479526,Anne,,Commune de Genève,46.2049,6.14089,Entire home/apt,99,2,25,2016-10-13,0.28,1,149,0,
3102373,Appartement plein de charme,4603456,Sandrine,,Commune de Genève,46.21464,6.14991,Entire home/apt,240,2,20,2019-08-07,0.31,1,0,0,
3108317,Little Buddha Room,10961151,Ela,,Vernier,46.21184,6.07893,Private room,60,3,18,2019-11-26,0.23,1,28,0,
3150435,OldTown 5* Luxus View Snowy Mountains | UN 20-min,15991975,Floriane,,Commune de Genève,46.19945,6.14694,Entire home/apt,116,2,174,2021-10-18,2.00,1,145,19,
3162126,100m2 dans un écrin de verdure en pleine ville,16042091,Valérie,,Commune de Genève,46.19758,6.17304,Entire home/apt,279,2,22,2021-08-14,0.96,1,0,10,
3163290,Beautiful 1 bed flat with garden and Parking,5590503,Haris,,Plan-les-Ouates,46.16419,6.11254,Entire home/apt,110,6,31,2018-07-26,0.58,1,236,1,
3178070,GENEVA APP central,16116321,Med,,Commune de Genève,46.19335,6.1391,Entire home/apt,75,27,14,2020-11-02,0.17,2,284,1,
3314773,Appartement trois pièces avec vue,16737538,Charlotte,,Commune de Genève,46.21474,6.14862,Entire home/apt,95,3,12,2016-01-31,0.14,1,332,0,
3322739,Your cozy and clean Geneva home by Plainpalais,1022528,Michiel,,Commune de Genève,46.198,6.13858,Entire home/apt,134,7,27,2019-08-14,0.83,1,68,6,
3345351,PRIME LOCATION! B&B NETFLIX WIFI Close to UN,3778243,Lucia,,Commune de Genève,46.21195,6.12559,Private room,104,3,59,2019-07-26,0.76,2,73,1,
3384278,"females only, 10min Geneva center",17074167,Majed,,Commune de Genève,46.20336,6.168,Private room,47,1,153,2017-08-24,1.93,1,300,0,
3393746,chambre au calme,13921113,Marie-Antoinette,,Plan-les-Ouates,46.16389,6.11209,Private room,52,5,38,2020-03-09,0.45,2,346,0,
3418549,Large Bedroom(#2) in modern Flat,2388229,Alberto,,Grand-Saconnex,46.23553,6.12469,Private room,53,7,28,2021-02-13,0.55,10,25,3,
3423232,Splendid and quiet studio surrounded by green,17252228,Florence,,Chêne-Bougeries,46.19382,6.1829,Entire home/apt,119,3,31,2021-07-19,0.46,1,362,6,
3451577,GENEVA - NICE APT CENTER CAROUGE,17394977,Ali,,Carouge,46.18115,6.13724,Entire home/apt,105,2,67,2021-08-14,0.76,1,56,13,
3501433,Charmant appartement centre du Vieux Carouge,17630425,Tiffany,,Carouge,46.18207,6.14039,Entire home/apt,150,1,0,,,1,29,0,
3509380,"Light, equiped, cosy apartment GVA",4351206,Marie-Christine,,Grand-Saconnex,46.23029,6.11974,Entire home/apt,83,2,80,2019-11-01,1.01,1,338,0,
3651974,Appartement. Studio meublé,16853483,Ria,,Vernier,46.21041,6.11045,Entire home/apt,74,5,9,2018-06-21,0.45,3,336,1,
3710047,Cozy room with large balcony,18927811,Kristine,,Commune de Genève,46.21205,6.12928,Private room,150,4,0,,,1,90,0,
3716543,Genève Centre Chambre Privé (Luxe),16116321,Med,,Commune de Genève,46.19056,6.14146,Private room,75,10,2,2016-01-29,0.03,2,269,0,
3789436,Amazing Studio in Geneva,18793821,Joao,,Commune de Genève,46.21062,6.14522,Entire home/apt,120,1,91,2019-12-07,2.35,2,84,0,
3837904,big room in Carouge,19769295,Mona,,Carouge,46.19069,6.13503,Private room,49,1,96,2021-07-05,1.17,1,125,10,
3866275,Gorgeous flat 2mins from the lake!,19438758,George,,Commune de Genève,46.21047,6.15117,Entire home/apt,130,1,408,2021-10-20,4.73,4,124,38,
3948265,Big room very central (24m2)- 5th Floor NO Lift,20463144,Dani,,Commune de Genève,46.20954,6.13927,Private room,47,3,26,2016-07-29,0.38,4,315,0,
3948699,Super central flat near the lake!,5089302,Pascual,,Commune de Genève,46.20635,6.13847,Entire home/apt,159,3,18,2017-10-16,0.30,1,0,0,
3990293,"Small cottage in the countryside, Vandoeuvres/GVA",661415,Diana,,Vandoeuvres,46.21473,6.21261,Entire home/apt,150,6,11,2021-01-16,0.31,1,314,8,
4032248,Cozy Bedroom with amazing view,20904062,Vania,,Commune de Genève,46.21573,6.12058,Private room,83,10,7,2020-02-29,0.12,2,257,0,
4146046,"Geneva  center : Luxe, bright and calm",21509285,Charlotte,,Commune de Genève,46.21204,6.13113,Entire home/apt,87,3,23,2020-03-19,0.43,1,314,0,
4158583,ENTIRE flat in center,5474511,Gavin,,Commune de Genève,46.20976,6.13875,Entire home/apt,170,111,20,2019-09-22,0.39,1,362,0,
4190063,Prestigious 100sqm center Geneva,3060569,Hind,,Commune de Genève,46.2088,6.14405,Entire home/apt,250,7,29,2017-06-09,0.35,1,0,0,
4264696,Your home... 10' walk Downtown!,22138576,Dani,,Commune de Genève,46.19397,6.16119,Entire home/apt,142,1,52,2016-03-21,0.61,2,0,0,
4293517,Room to Rent,22289041,Samuel,,Genthod,46.25865,6.15325,Private room,75,1,4,2018-03-07,0.06,2,365,0,
4320491,Bedroom in a House,22431546,Iris & Dorin,,Onex,46.18144,6.09675,Private room,49,1,237,2019-09-15,2.82,3,137,0,
4394340,2 bedroom flat in Geneva with parking,8723152,Kelly,,Chêne-Bourg,46.1952,6.19355,Entire home/apt,90,3,0,,,1,8,0,
4422262,STUDIO exceptionnel 28m2 avec petit jardin,21533388,Natalia,,Plan-les-Ouates,46.17215,6.1115,Entire home/apt,120,3,30,2019-05-23,0.45,1,269,4,
4522610,Beautiful Flat Next to Jet d'Eau,2388229,Alberto,,Commune de Genève,46.20294,6.15967,Entire home/apt,150,7,156,2021-08-31,1.85,10,0,7,
4563408,Appartement de luxe. 180 m2,16853483,Ria,,Vernier,46.20833,6.10977,Entire home/apt,217,2,19,2017-07-06,0.35,3,90,0,
4581470,Gardenhouse in the heart of Carouge,22943191,Daniel,,Carouge,46.18202,6.14093,Entire home/apt,132,3,54,2021-09-19,0.96,1,69,15,
4596168,Charming apartment in Plainpalais,7026997,Yannick,,Commune de Genève,46.2,6.13921,Entire home/apt,110,2,17,2019-09-29,0.54,1,73,2,
4674252,Nice flat in Geneva center (FG),10409307,David,,Commune de Genève,46.19029,6.14491,Entire home/apt,98,14,13,2015-04-19,0.20,27,210,1,
4677724,Amazing studio with Jetd'eau view !,6475718,Rahul,,Commune de Genève,46.20979,6.14919,Entire home/apt,139,1,7,2019-02-20,0.10,1,364,1,
4769087,Petite chambre dans une maison,22431546,Iris & Dorin,,Onex,46.17955,6.09514,Private room,49,2,159,2018-07-12,2.09,3,57,0,
4798214,Geneva attractive central apartment,24724047,José,,Commune de Genève,46.19471,6.1474,Entire home/apt,106,4,49,2019-10-12,0.62,2,0,0,
4799361,Grand 2 pièces lumineux proche Vieille Ville/lac,24728835,Helena,,Commune de Genève,46.19751,6.15876,Entire home/apt,123,5,40,2019-01-10,0.87,1,289,3,
4822620,Cosy apartment in the center,9593020,Raphael,,Commune de Genève,46.21287,6.14805,Entire home/apt,125,5,50,2020-02-29,0.62,2,180,4,
4827173,Ultra central à Genève,619892,Michèle,,Commune de Genève,46.21263,6.14632,Private room,44,2,126,2019-12-01,1.53,1,64,9,
4830093,"One block to the lake. Big room, very central.",10483398,Joao,,Commune de Genève,46.21153,6.14833,Private room,65,5,16,2017-06-18,0.21,1,0,0,
4843398,Studio Confortable près de l'ONU,21626145,Sofia,,Commune de Genève,46.21093,6.1269,Entire home/apt,85,1,76,2019-07-06,0.96,1,269,0,
4844036,L'Olla e' los Burgaos,22138576,Dani,,Commune de Genève,46.19364,6.14462,Entire home/apt,30,1,1,2016-04-01,0.01,2,0,0,
4860124,"Room in Carouge, all commodities",25000352,Dominique,,Carouge,46.1814,6.13814,Private room,59,1,0,,,1,88,0,
4865632,Petit appartement à louer,16804575,Alessandro,,Commune de Genève,46.19778,6.162,Entire home/apt,100,7,0,,,1,83,0,
4869297,Cosy flat in GVA,21625352,Ben,,Commune de Genève,46.20668,6.12819,Entire home/apt,107,5,52,2019-12-09,0.67,1,62,3,
4887567,Spacious and beautiful 2-story loft,25145482,Miguel,,Commune de Genève,46.21095,6.14267,Entire home/apt,289,3,158,2021-05-30,2.08,1,325,8,
4953188,Mont Blanc view with pool,11968207,Alice,,Cologny,46.20534,6.17635,Entire home/apt,91,4,80,2021-06-12,1.11,1,307,15,
5009111,Lovely apartment with Mountain and Lake View,25557589,Olga,,Commune de Genève,46.21431,6.14708,Entire home/apt,95,2,23,2019-07-09,0.71,1,0,0,
5028852,Charming and calm studio - Geneva,4383246,Jean-Pascal,,Veyrier,46.17364,6.14371,Entire home/apt,95,4,19,2019-05-10,0.24,1,206,1,
5032353,Cosy sofa-bed at the UN doorstep,10529209,Henrique,,Commune de Genève,46.22009,6.14187,Shared room,50,1,139,2019-03-10,1.71,2,180,0,
5055787,APPARTEMENT 2 PIECES MEUBLEES,26104132,Cosette,,Commune de Genève,46.19038,6.15888,Entire home/apt,110,7,27,2018-05-18,0.48,1,363,2,
5066448,Appartement moderne à 100 m du lac,3737690,Philippe,,Commune de Genève,46.20474,6.15923,Entire home/apt,155,3,58,2019-09-23,0.73,30,331,3,
5071668,Charmante chambre dans villa,5163952,Yael,,Vernier,46.21968,6.0877,Private room,75,3,19,2018-05-22,0.23,1,365,0,
5111081,Your suite close to the airport,6070072,Emilie,,Meyrin,46.22562,6.10843,Entire home/apt,105,1,297,2021-09-20,3.76,1,331,20,
5120419,"Geneva center, 2 bedrooms apt w/AC",9005801,Christine,,Commune de Genève,46.2038,6.14518,Entire home/apt,325,1,30,2021-05-15,0.44,9,353,3,
5137416,Top center panoramic views Geneva,8548638,Anne-Monique,,Commune de Genève,46.20677,6.13482,Entire home/apt,250,7,33,2019-06-16,0.59,1,30,5,
5178823,Nice private room in Nations area,10529209,Henrique,,Commune de Genève,46.22018,6.1414,Private room,75,30,110,2018-09-29,1.37,2,342,2,
5198710,Appartement centre Genève,23427697,Gaia,,Commune de Genève,46.19188,6.14442,Entire home/apt,99,2,1,2021-07-29,0.33,1,13,1,
5233073,Beautiful Last Floor Room with View,2052327,Luigi,,Lancy,46.17579,6.11718,Private room,79,1,6,2016-10-24,0.10,1,315,0,
5247146,Cozy Studio Eaux Vives,21521753,Nadja,,Commune de Genève,46.20147,6.16684,Entire home/apt,88,3,26,2017-02-14,0.48,2,300,2,
5296496,Appartement à Genève centre,1491046,Lara,,Commune de Genève,46.21533,6.14899,Entire home/apt,152,3,47,2020-01-12,0.79,1,238,2,
5304033,Grande Chambre,16853483,Ria,,Vernier,46.21015,6.11099,Private room,96,1,7,2019-06-01,0.23,3,89,0,
5400013,Cosy charming 3 rooms at the center,17206601,Aurelia,,Commune de Genève,46.214,6.13356,Entire home/apt,146,2,67,2021-10-16,0.91,1,82,4,
5416095,18th century apt. in Old City,27951609,Georges,,Commune de Genève,46.19952,6.14884,Entire home/apt,200,2,18,2020-01-29,0.31,1,337,0,
5436950,Geneva international motor show - independent flat,7213424,Richard,,Satigny,46.20617,6.03003,Private room,85,3,8,2019-03-07,0.14,1,300,0,
5455569,Geneva central appartment,24724047,José,,Commune de Genève,46.19471,6.1474,Entire home/apt,103,3,66,2019-11-29,0.87,2,2,10,
5487662,Apartment in the Geneva center Plainpalais,28456554,Kris,,Commune de Genève,46.19313,6.14361,Entire home/apt,50,30,0,,,1,301,0,
5505608,Restful Place to Enjoy Geneva,16992140,Jian-Shu,,Commune de Genève,46.2117,6.15202,Private room,74,7,26,2017-08-05,0.34,1,349,0,
5506730,"Designer's Appartment, City Center",1018397,Gabe,,Commune de Genève,46.1971,6.13604,Entire home/apt,140,2,33,2019-03-29,0.41,1,0,0,
5517400,Lovely apartment-City center,28407549,Nadege,,Commune de Genève,46.20162,6.15815,Entire home/apt,128,3,26,2016-09-17,0.34,1,3,2,
